Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
2008-04-12,Lille,Nancy,2,1,H,2,1,H,16.0,12.0,8.0,2.0,2,3,1,0
2008-04-12,Le Mans,Auxerre,3,0,H,1,0,H,21.0,10.0,7.0,1.0,1,2,0,0
2008-04-12,Lorient,Lens,1,0,H,0,0,D,9.0,12.0,2.0,5.0,1,2,0,0
2008-04-13,Bordeaux,Caen,2,1,H,0,0,D,16.0,11.0,6.0,3.0,1,3,0,0
2008-04-13,Paris SG,Nice,2,3,A,0,1,A,15.0,17.0,7.0,7.0,2,1,0,0
2008-04-19,Strasbourg,Lyon,1,2,A,1,0,H,12.0,12.0,5.0,5.0,1,4,1,0
2008-04-19,St Etienne,Lorient,1,0,H,0,0,D,19.0,7.0,6.0,4.0,2,2,0,0
2008-04-19,Rennes,Valenciennes,1,0,H,0,0,D,14.0,10.0,5.0,3.0,1,1,0,0
2008-04-19,Nice,Monaco,0,2,A,0,1,A,13.0,8.0,4.0,3.0,4,4,0,2
2008-04-19,Nancy,Le Mans,1,1,D,0,0,D,15.0,16.0,7.0,6.0,1,1,0,0
2008-04-19,Caen,Paris SG,3,0,H,0,0,D,14.0,9.0,9.0,5.0,1,3,0,0
2008-04-19,Auxerre,Metz,0,0,D,0,0,D,12.0,10.0,2.0,2.0,3,2,0,0
2008-04-19,Lens,Sochaux,3,2,H,1,0,H,12.0,18.0,5.0,9.0,2,2,0,0
2008-04-20,Marseille,Lille,1,3,A,1,2,A,15.0,17.0,4.0,7.0,2,0,0,0
2008-04-20,Toulouse,Bordeaux,0,1,A,0,0,D,8.0,6.0,4.0,1.0,1,0,0,0
2008-04-26,Metz,St Etienne,0,1,A,0,0,D,20.0,11.0,6.0,5.0,2,2,0,1
2008-04-26,Rennes,Strasbourg,3,0,H,3,0,H,12.0,9.0,7.0,1.0,1,0,0,0
2008-04-26,Paris SG,Auxerre,3,1,H,2,0,H,19.0,10.0,11.0,4.0,1,2,0,0
2008-04-26,Lyon,Caen,2,2,D,1,2,A,18.0,11.0,6.0,5.0,2,3,1,0
2008-04-26,Sochaux,Lorient,1,1,D,0,1,A,16.0,8.0,2.0,5.0,1,2,0,0
2008-04-26,Le Mans,Lens,3,2,H,2,1,H,14.0,11.0,5.0,5.0,2,2,0,0
2008-04-26,Lille,Toulouse,3,2,H,3,1,H,15.0,8.0,7.0,3.0,1,1,0,0
2008-04-26,Bordeaux,Nice,0,0,D,0,0,D,22.0,8.0,4.0,4.0,4,0,0,1
2008-04-27,Monaco,Marseille,2,3,A,0,1,A,11.0,13.0,4.0,3.0,4,4,0,0
2008-04-27,Valenciennes,Nancy,1,1,D,0,1,A,10.0,16.0,2.0,2.0,1,2,0,0
2008-05-03,Nancy,Strasbourg,3,0,H,2,0,H,14.0,20.0,5.0,1.0,1,0,0,0
2008-05-03,Toulouse,Paris SG,1,1,D,0,0,D,12.0,7.0,4.0,1.0,2,1,0,0
2008-05-03,Sochaux,Metz,0,0,D,0,0,D,8.0,6.0,3.0,2.0,0,0,0,0
2008-05-03,Nice,Lyon,0,0,D,0,0,D,7.0,15.0,2.0,4.0,2,1,0,0
2008-05-03,Lorient,Le Mans,0,0,D,0,0,D,11.0,17.0,4.0,4.0,0,5,0,0
2008-05-03,Lens,Monaco,0,0,D,0,0,D,20.0,7.0,3.0,3.0,0,4,0,0
2008-05-03,Caen,Rennes,2,2,D,0,1,A,23.0,11.0,10.0,5.0,0,1,0,1
2008-05-03,Auxerre,Valenciennes,2,0,H,1,0,H,11.0,7.0,4.0,2.0,2,1,0,0
2008-05-04,Marseille,Bordeaux,1,2,A,1,0,H,10.0,11.0,4.0,6.0,1,1,0,0
2008-05-04,St Etienne,Lille,0,0,D,0,0,D,19.0,14.0,4.0,0.0,2,3,0,0
2008-05-10,Strasbourg,Caen,1,4,A,1,3,A,24.0,8.0,10.0,5.0,3,0,0,0
2008-05-10,Rennes,Toulouse,2,1,H,0,1,A,12.0,15.0,5.0,5.0,0,1,0,0
2008-05-10,Paris SG,St Etienne,1,1,D,0,1,A,14.0,15.0,5.0,7.0,0,0,0,0
2008-05-10,Monaco,Auxerre,3,0,H,0,0,D,14.0,16.0,5.0,6.0,0,0,0,0
2008-05-10,Valenciennes,Nice,1,2,A,0,0,D,14.0,14.0,8.0,7.0,2,1,1,0
2008-05-10,Lyon,Nancy,1,0,H,0,0,D,12.0,5.0,4.0,2.0,3,4,0,0
2008-05-10,Lille,Lens,2,1,H,1,0,H,12.0,10.0,2.0,2.0,0,1,0,0
2008-05-10,Le Mans,Marseille,0,0,D,0,0,D,13.0,12.0,3.0,5.0,2,2,1,0
2008-05-10,Bordeaux,Sochaux,2,0,H,1,0,H,15.0,8.0,4.0,1.0,1,2,0,0
2008-05-10,Metz,Lorient,1,2,A,1,1,D,16.0,12.0,10.0,4.0,1,1,0,0
2008-05-17,Toulouse,Valenciennes,2,1,H,1,1,D,17.0,9.0,4.0,2.0,2,1,0,0
2008-05-17,St Etienne,Monaco,4,0,H,3,0,H,20.0,3.0,10.0,0.0,0,1,0,0
2008-05-17,Sochaux,Paris SG,1,2,A,0,1,A,17.0,9.0,4.0,2.0,2,2,0,0
2008-05-17,Nice,Caen,3,1,H,1,1,D,14.0,15.0,5.0,7.0,0,1,0,0
2008-05-17,Nancy,Rennes,2,3,A,1,1,D,18.0,15.0,4.0,8.0,1,3,0,0
2008-05-17,Marseille,Strasbourg,4,3,H,3,2,H,20.0,7.0,9.0,5.0,1,2,0,0
2008-05-17,Lorient,Lille,1,1,D,1,0,H,16.0,11.0,5.0,5.0,3,2,0,0
2008-05-17,Lens,Bordeaux,2,2,D,0,0,D,23.0,11.0,6.0,2.0,1,1,0,0
2008-05-17,Auxerre,Lyon,1,3,A,0,2,A,8.0,11.0,1.0,4.0,1,1,0,0
2008-05-17,Metz,Le Mans,4,3,H,3,0,H,16.0,17.0,9.0,7.0,3,3,0,1
2008-08-09,Rennes,Marseille,4,4,D,1,3,A,14.0,19.0,10.0,10.0,2,1,0,0
2008-08-09,Valenciennes,St Etienne,1,0,H,1,0,H,11.0,26.0,4.0,7.0,3,1,0,0
2008-08-09,Sochaux,Grenoble,1,2,A,0,0,D,18.0,7.0,4.0,2.0,3,2,0,0
2008-08-09,Nancy,Lille,0,0,D,0,0,D,8.0,11.0,0.0,4.0,3,2,0,1
2008-08-09,Auxerre,Nantes,2,1,H,1,0,H,10.0,15.0,5.0,4.0,2,0,0,0
2008-08-09,Le Mans,Lorient,0,1,A,0,0,D,10.0,12.0,2.0,1.0,2,2,0,0
2008-08-09,Bordeaux,Caen,2,1,H,0,1,A,24.0,8.0,11.0,1.0,3,4,0,0
2008-08-09,Monaco,Paris SG,1,0,H,0,0,D,10.0,7.0,4.0,3.0,1,2,0,0
2008-08-09,Le Havre,Nice,1,0,H,0,0,D,14.0,15.0,4.0,3.0,1,2,0,0
2008-08-10,Lyon,Toulouse,3,0,H,1,0,H,10.0,8.0,5.0,2.0,1,1,0,0
2008-08-16,Caen,Valenciennes,3,1,H,3,1,H,20.0,19.0,4.0,5.0,2,2,0,0
2008-08-16,Lille,Le Mans,1,3,A,0,2,A,11.0,6.0,1.0,4.0,3,3,0,0
2008-08-16,Nantes,Monaco,1,1,D,0,1,A,13.0,10.0,4.0,3.0,3,4,0,0
2008-08-16,Paris SG,Bordeaux,1,0,H,0,0,D,6.0,16.0,2.0,6.0,3,2,0,0
2008-08-16,St Etienne,Sochaux,2,1,H,2,0,H,18.0,18.0,5.0,5.0,2,3,0,0
2008-08-16,Toulouse,Le Havre,2,1,H,0,1,A,16.0,10.0,8.0,1.0,3,2,0,0
2008-08-16,Nice,Nancy,2,1,H,1,1,D,5.0,9.0,3.0,3.0,1,3,0,0
2008-08-17,Grenoble,Rennes,1,0,H,1,0,H,8.0,18.0,3.0,5.0,1,3,0,0
2008-08-17,Lorient,Lyon,0,0,D,0,0,D,7.0,13.0,0.0,2.0,2,3,0,0
2008-08-17,Marseille,Auxerre,4,0,H,1,0,H,18.0,7.0,5.0,2.0,1,1,0,0
2008-08-23,Valenciennes,Lorient,3,1,H,2,0,H,15.0,15.0,7.0,5.0,2,1,0,0
2008-08-23,Nancy,Toulouse,0,0,D,0,0,D,12.0,7.0,5.0,1.0,0,2,1,0
2008-08-23,Sochaux,Paris SG,1,1,D,0,0,D,17.0,15.0,5.0,4.0,1,3,0,0
2008-08-23,Monaco,Caen,1,1,D,0,0,D,12.0,15.0,4.0,3.0,2,3,0,0
2008-08-23,Le Mans,St Etienne,1,0,H,1,0,H,5.0,12.0,3.0,2.0,1,2,0,0
2008-08-23,Le Havre,Marseille,0,1,A,0,0,D,11.0,16.0,3.0,6.0,0,2,0,1
2008-08-23,Lyon,Grenoble,2,0,H,2,0,H,16.0,9.0,8.0,3.0,2,1,0,0
2008-08-24,Auxerre,Nice,0,1,A,0,1,A,12.0,12.0,3.0,3.0,0,2,0,0
2008-08-24,Bordeaux,Nantes,2,0,H,1,0,H,22.0,7.0,10.0,1.0,0,3,0,0
2008-08-24,Rennes,Lille,2,1,H,0,1,A,20.0,11.0,9.0,6.0,4,2,0,0
2008-08-30,Nice,Valenciennes,2,0,H,0,0,D,13.0,10.0,7.0,1.0,3,2,0,1
2008-08-30,Nantes,Le Mans,1,4,A,1,2,A,14.0,12.0,6.0,4.0,2,1,0,0
2008-08-30,Nancy,Le Havre,2,1,H,0,1,A,21.0,12.0,4.0,4.0,1,1,0,0
2008-08-30,Marseille,Sochaux,2,1,H,1,0,H,14.0,11.0,3.0,7.0,2,2,0,0
2008-08-30,Grenoble,Monaco,1,0,H,1,0,H,9.0,8.0,3.0,0.0,2,1,0,0
2008-08-30,Caen,Paris SG,0,1,A,0,1,A,15.0,13.0,2.0,6.0,2,4,0,0
2008-08-30,Lorient,Auxerre,0,2,A,0,1,A,14.0,9.0,5.0,5.0,2,3,0,0
2008-08-31,Lille,Bordeaux,2,1,H,1,1,D,17.0,11.0,6.0,5.0,3,3,0,0
2008-08-31,St Etienne,Lyon,0,1,A,0,0,D,9.0,15.0,4.0,11.0,2,3,0,0
2008-08-31,Toulouse,Rennes,0,0,D,0,0,D,7.0,12.0,3.0,4.0,2,2,0,0
2008-09-13,Rennes,Le Havre,1,1,D,1,1,D,14.0,10.0,3.0,3.0,2,0,0,0
2008-09-13,Valenciennes,Grenoble,1,1,D,0,0,D,8.0,9.0,4.0,3.0,1,2,0,1
2008-09-13,Monaco,Lorient,2,0,H,1,0,H,7.0,10.0,4.0,2.0,0,1,0,0
2008-09-13,Lyon,Nice,3,2,H,1,2,A,28.0,4.0,8.0,2.0,1,3,0,1
2008-09-13,Le Mans,Toulouse,1,2,A,1,2,A,11.0,5.0,3.0,2.0,2,2,0,0
2008-09-13,Bordeaux,Marseille,1,1,D,1,1,D,14.0,13.0,4.0,2.0,2,1,0,0
2008-09-13,Auxerre,Nancy,1,1,D,0,0,D,14.0,8.0,4.0,1.0,2,0,0,0
2008-09-14,Caen,St Etienne,2,0,H,1,0,H,14.0,18.0,7.0,5.0,0,2,0,0
2008-09-14,Paris SG,Nantes,1,0,H,1,0,H,9.0,13.0,2.0,2.0,0,1,0,0
2008-09-14,Sochaux,Lille,1,1,D,0,0,D,15.0,16.0,6.0,6.0,2,3,0,0
2008-09-20,Toulouse,Sochaux,2,1,H,1,0,H,10.0,16.0,5.0,5.0,2,2,0,0
2008-09-20,Nice,Le Mans,2,2,D,2,0,H,12.0,14.0,2.0,4.0,1,2,0,0
2008-09-20,Nantes,Valenciennes,2,0,H,1,0,H,13.0,9.0,5.0,4.0,3,2,0,0
2008-09-20,Lorient,Caen,1,1,D,1,0,H,9.0,6.0,2.0,4.0,2,2,0,0
2008-09-20,Lille,Auxerre,3,2,H,1,0,H,12.0,4.0,5.0,4.0,1,1,0,0
2008-09-20,Le Havre,Lyon,0,1,A,0,1,A,13.0,16.0,1.0,5.0,2,0,0,1
2008-09-20,Grenoble,Bordeaux,0,1,A,0,0,D,8.0,7.0,2.0,1.0,3,3,1,2
2008-09-21,Marseille,Monaco,0,0,D,0,0,D,20.0,4.0,4.0,0.0,0,2,0,0
2008-09-21,Nancy,Rennes,0,0,D,0,0,D,7.0,12.0,1.0,3.0,1,1,0,1
2008-09-21,St Etienne,Paris SG,1,0,H,1,0,H,18.0,8.0,4.0,1.0,1,3,0,0
2008-09-27,Sochaux,Lorient,1,1,D,0,1,A,19.0,14.0,3.0,6.0,0,0,0,0
2008-09-27,Rennes,Nice,1,0,H,0,0,D,19.0,10.0,7.0,3.0,2,3,0,0
2008-09-27,Paris SG,Grenoble,0,1,A,0,0,D,13.0,9.0,5.0,1.0,1,2,0,0
2008-09-27,Lyon,Nancy,2,1,H,2,1,H,18.0,6.0,5.0,2.0,1,3,0,0
2008-09-27,Le Mans,Marseille,1,1,D,1,1,D,6.0,26.0,2.0,7.0,3,1,0,0
2008-09-27,Caen,Nantes,3,0,H,3,0,H,18.0,15.0,10.0,5.0,2,3,0,0
2008-09-27,Auxerre,Le Havre,3,0,H,1,0,H,18.0,13.0,7.0,1.0,0,2,0,0
2008-09-28,Bordeaux,St Etienne,1,1,D,0,1,A,16.0,10.0,7.0,2.0,2,1,0,0
2008-09-28,Monaco,Lille,0,2,A,0,0,D,12.0,18.0,4.0,10.0,1,2,0,0
2008-09-28,Valenciennes,Toulouse,0,1,A,0,0,D,13.0,12.0,1.0,2.0,2,1,0,0
2008-10-04,Toulouse,Auxerre,1,0,H,0,0,D,19.0,9.0,5.0,2.0,1,1,0,0
2008-10-04,Nice,Sochaux,1,1,D,0,0,D,11.0,8.0,7.0,3.0,1,2,0,0
2008-10-04,Marseille,Caen,2,1,H,1,1,D,12.0,13.0,2.0,5.0,2,2,1,0
2008-10-04,Lorient,Bordeaux,1,2,A,0,0,D,11.0,17.0,4.0,4.0,0,0,0,0
2008-10-04,Lille,Valenciennes,1,0,H,0,0,D,12.0,8.0,4.0,2.0,1,1,0,0
2008-10-04,Le Havre,Le Mans,1,2,A,1,0,H,15.0,13.0,3.0,6.0,0,1,0,0
2008-10-04,Grenoble,Nantes,0,1,A,0,0,D,12.0,9.0,3.0,1.0,1,1,0,0
2008-10-05,Nancy,Paris SG,1,1,D,1,1,D,13.0,13.0,4.0,6.0,1,1,0,0
2008-10-05,Rennes,Lyon,3,0,H,1,0,H,12.0,9.0,4.0,2.0,0,1,0,0
2008-10-05,St Etienne,Monaco,2,0,H,1,0,H,13.0,10.0,6.0,2.0,0,1,0,0
2008-10-18,Sochaux,Le Havre,1,1,D,0,1,A,11.0,18.0,8.0,6.0,0,2,0,0
2008-10-18,Paris SG,Lorient,3,2,H,1,2,A,10.0,12.0,7.0,3.0,2,1,0,0
2008-10-18,Nantes,St Etienne,1,0,H,1,0,H,16.0,8.0,5.0,3.0,2,4,0,0
2008-10-18,Monaco,Nice,1,2,A,1,1,D,19.0,14.0,6.0,3.0,2,3,1,0
2008-10-18,Lyon,Lille,2,2,D,1,1,D,18.0,11.0,6.0,6.0,1,2,0,0
2008-10-18,Caen,Grenoble,2,2,D,1,1,D,18.0,15.0,5.0,7.0,1,3,0,0
2008-10-18,Bordeaux,Toulouse,2,1,H,2,0,H,12.0,7.0,4.0,6.0,2,3,0,0
2008-10-19,Auxerre,Rennes,0,0,D,0,0,D,16.0,11.0,7.0,3.0,1,3,0,0
2008-10-19,Le Mans,Nancy,2,0,H,1,0,H,15.0,11.0,5.0,1.0,2,1,0,0
2008-10-19,Valenciennes,Marseille,1,3,A,0,1,A,10.0,17.0,3.0,3.0,3,1,0,0
2008-10-25,Toulouse,Monaco,0,0,D,0,0,D,18.0,8.0,3.0,2.0,3,2,0,0
2008-10-25,Rennes,Le Mans,2,2,D,1,2,A,18.0,15.0,5.0,4.0,2,2,0,0
2008-10-25,Lorient,Nantes,3,0,H,1,0,H,18.0,5.0,7.0,1.0,2,2,0,0
2008-10-25,Nice,Bordeaux,2,2,D,0,1,A,12.0,16.0,3.0,8.0,1,3,0,0
2008-10-25,Le Havre,Valenciennes,2,1,H,1,1,D,9.0,16.0,5.0,4.0,1,2,0,0
2008-10-25,Auxerre,Lyon,0,0,D,0,0,D,13.0,17.0,3.0,1.0,0,1,0,0
2008-10-25,Lille,Caen,2,2,D,2,0,H,18.0,8.0,5.0,4.0,0,0,0,0
2008-10-26,Marseille,Paris SG,2,4,A,2,1,H,24.0,8.0,6.0,4.0,1,2,0,0
2008-10-26,Nancy,Sochaux,1,1,D,0,1,A,20.0,10.0,1.0,4.0,1,2,0,0
2008-10-26,St Etienne,Grenoble,0,2,A,0,1,A,16.0,8.0,4.0,4.0,1,1,0,0
2008-10-28,Bordeaux,Le Havre,4,0,H,1,0,H,12.0,9.0,7.0,2.0,1,2,0,0
2008-10-29,Sochaux,Lyon,0,2,A,0,0,D,13.0,9.0,3.0,3.0,1,3,2,0
2008-10-29,Valenciennes,Rennes,0,0,D,0,0,D,11.0,9.0,3.0,2.0,2,4,0,0
2008-10-29,St Etienne,Lorient,1,4,A,1,1,D,11.0,5.0,3.0,5.0,1,0,0,0
2008-10-29,Paris SG,Toulouse,0,1,A,0,0,D,4.0,14.0,2.0,5.0,2,0,0,0
2008-10-29,Le Mans,Auxerre,0,2,A,0,2,A,10.0,17.0,2.0,5.0,1,0,0,0
2008-10-29,Monaco,Nancy,3,1,H,1,0,H,16.0,14.0,6.0,4.0,1,2,0,0
2008-10-29,Grenoble,Lille,0,0,D,0,0,D,6.0,13.0,1.0,5.0,2,1,0,0
2008-10-29,Caen,Nice,1,1,D,0,0,D,18.0,16.0,6.0,1.0,0,0,0,0
2008-10-29,Nantes,Marseille,1,1,D,1,0,H,3.0,17.0,2.0,6.0,1,1,1,0
2008-11-01,Toulouse,Caen,0,1,A,0,0,D,11.0,16.0,3.0,5.0,2,2,0,0
2008-11-01,Nice,Paris SG,1,0,H,1,0,H,16.0,13.0,10.0,5.0,1,1,0,0
2008-11-01,Marseille,St Etienne,3,1,H,2,1,H,13.0,8.0,9.0,2.0,2,4,0,0
2008-11-01,Nancy,Bordeaux,1,0,H,0,0,D,10.0,21.0,1.0,3.0,2,3,0,0
2008-11-01,Lille,Nantes,2,0,H,1,0,H,20.0,7.0,4.0,3.0,1,3,0,0
2008-11-01,Auxerre,Valenciennes,0,0,D,0,0,D,20.0,6.0,3.0,0.0,1,2,0,0
2008-11-01,Lorient,Grenoble,1,1,D,0,0,D,7.0,5.0,4.0,2.0,2,2,0,1
2008-11-02,Le Havre,Monaco,2,3,A,0,2,A,20.0,20.0,6.0,12.0,1,1,0,0
2008-11-02,Lyon,Le Mans,2,0,H,1,0,H,21.0,8.0,9.0,3.0,0,2,0,0
2008-11-02,Rennes,Sochaux,1,0,H,1,0,H,10.0,18.0,5.0,4.0,1,1,0,0
2008-11-08,Nantes,Toulouse,1,1,D,1,1,D,15.0,10.0,3.0,5.0,0,2,0,0
2008-11-08,Sochaux,Le Mans,2,1,H,1,1,D,11.0,13.0,4.0,3.0,1,1,0,0
2008-11-08,Monaco,Lyon,0,1,A,0,0,D,12.0,17.0,3.0,8.0,1,1,0,0
2008-11-08,Grenoble,Marseille,0,3,A,0,2,A,13.0,7.0,3.0,5.0,1,2,0,0
2008-11-08,Lorient,Nice,0,1,A,0,1,A,12.0,9.0,3.0,2.0,1,2,0,0
2008-11-08,Caen,Le Havre,0,1,A,0,0,D,9.0,13.0,3.0,4.0,1,3,0,0
2008-11-08,Bordeaux,Auxerre,2,0,H,0,0,D,21.0,7.0,5.0,2.0,0,4,0,0
2008-11-09,Paris SG,Lille,1,0,H,1,0,H,12.0,12.0,4.0,3.0,0,0,0,0
2008-11-09,St Etienne,Rennes,0,3,A,0,1,A,19.0,15.0,5.0,9.0,1,1,0,0
2008-11-09,Valenciennes,Nancy,0,1,A,0,1,A,16.0,13.0,2.0,2.0,3,1,0,0
2008-11-15,Toulouse,Grenoble,2,0,H,2,0,H,9.0,6.0,6.0,3.0,2,4,0,0
2008-11-15,Nancy,Caen,1,1,D,0,0,D,15.0,15.0,1.0,7.0,0,2,0,0
2008-11-15,Marseille,Lorient,2,3,A,1,0,H,10.0,15.0,4.0,5.0,0,0,0,0
2008-11-15,Lille,St Etienne,3,0,H,2,0,H,22.0,7.0,12.0,2.0,2,1,0,1
2008-11-15,Le Mans,Valenciennes,1,0,H,1,0,H,18.0,14.0,6.0,6.0,1,1,0,0
2008-11-15,Le Havre,Paris SG,1,3,A,0,2,A,10.0,13.0,3.0,4.0,2,1,0,0
2008-11-15,Auxerre,Sochaux,1,0,H,1,0,H,8.0,6.0,3.0,1.0,1,2,0,0
2008-11-16,Lyon,Bordeaux,2,1,H,2,0,H,7.0,23.0,6.0,6.0,0,2,0,0
2008-11-16,Nice,Nantes,2,1,H,1,1,D,18.0,11.0,6.0,3.0,0,3,0,0
2008-11-16,Rennes,Monaco,2,1,H,1,0,H,16.0,11.0,6.0,1.0,0,2,0,0
2008-11-22,Valenciennes,Sochaux,2,2,D,0,1,A,13.0,14.0,6.0,7.0,1,2,1,0
2008-11-22,St Etienne,Nice,0,1,A,0,1,A,19.0,8.0,5.0,1.0,2,3,0,0
2008-11-22,Paris SG,Lyon,1,0,H,1,0,H,12.0,14.0,5.0,5.0,1,4,0,1
2008-11-22,Grenoble,Le Havre,0,0,D,0,0,D,13.0,11.0,3.0,4.0,1,1,0,0
2008-11-22,Caen,Auxerre,1,0,H,0,0,D,16.0,7.0,5.0,3.0,0,2,0,0
2008-11-22,Bordeaux,Rennes,1,1,D,0,1,A,14.0,8.0,6.0,4.0,1,3,0,0
2008-11-22,Lorient,Toulouse,1,0,H,0,0,D,8.0,8.0,3.0,3.0,1,3,0,0
2008-11-23,Marseille,Lille,2,2,D,0,2,A,17.0,16.0,5.0,9.0,2,6,0,0
2008-11-23,Monaco,Le Mans,3,0,H,0,0,D,9.0,10.0,2.0,2.0,0,1,0,0
2008-11-23,Nantes,Nancy,0,1,A,0,0,D,19.0,6.0,3.0,2.0,2,2,0,0
2008-11-29,Le Mans,Caen,2,0,H,0,0,D,18.0,9.0,7.0,1.0,1,3,0,0
2008-11-29,Auxerre,Monaco,0,1,A,0,1,A,11.0,7.0,2.0,4.0,2,2,0,0
2008-11-29,Le Havre,Nantes,0,2,A,0,0,D,4.0,10.0,1.0,2.0,2,1,0,0
2008-11-29,Lille,Lorient,1,1,D,1,1,D,17.0,4.0,6.0,2.0,2,2,0,0
2008-11-29,Lyon,Valenciennes,0,0,D,0,0,D,31.0,7.0,8.0,2.0,2,2,0,0
2008-11-29,Sochaux,Bordeaux,0,0,D,0,0,D,8.0,9.0,3.0,3.0,3,1,0,0
2008-11-30,Nancy,St Etienne,1,2,A,0,2,A,14.0,21.0,2.0,8.0,2,3,1,0
2008-11-30,Rennes,Paris SG,1,0,H,1,0,H,12.0,15.0,3.0,7.0,0,1,0,0
2008-11-30,Toulouse,Marseille,0,0,D,0,0,D,6.0,14.0,3.0,1.0,3,2,0,0
2008-12-05,Bordeaux,Valenciennes,2,1,H,1,1,D,12.0,15.0,4.0,5.0,1,2,0,0
2008-12-06,St Etienne,Le Havre,2,0,H,0,0,D,18.0,7.0,6.0,3.0,1,2,0,0
2008-12-06,Marseille,Nice,2,1,H,2,0,H,17.0,12.0,5.0,5.0,2,3,0,0
2008-12-06,Caen,Rennes,1,1,D,1,0,H,7.0,21.0,3.0,6.0,1,1,0,0
2008-12-06,Lille,Toulouse,1,1,D,0,0,D,14.0,9.0,3.0,6.0,4,2,0,0
2008-12-07,Grenoble,Auxerre,0,0,D,0,0,D,10.0,16.0,1.0,3.0,3,0,0,0
2008-12-07,Lorient,Nancy,1,0,H,0,0,D,11.0,9.0,1.0,2.0,0,2,0,0
2008-12-07,Monaco,Sochaux,1,1,D,1,1,D,11.0,15.0,4.0,6.0,4,3,0,0
2008-12-07,Nantes,Lyon,2,1,H,0,1,A,12.0,12.0,4.0,6.0,2,4,0,0
2008-12-07,Paris SG,Le Mans,3,1,H,2,1,H,10.0,10.0,4.0,4.0,0,2,0,0
2008-12-10,Nice,Grenoble,0,0,D,0,0,D,9.0,13.0,2.0,3.0,2,2,0,0
2008-12-13,Nancy,Grenoble,2,0,H,1,0,H,13.0,9.0,3.0,3.0,1,1,0,0
2008-12-13,Auxerre,Paris SG,1,2,A,0,2,A,16.0,10.0,4.0,3.0,1,2,0,0
2008-12-13,Le Mans,Bordeaux,1,3,A,0,0,D,10.0,16.0,6.0,5.0,1,2,0,0
2008-12-13,Rennes,Nantes,0,0,D,0,0,D,12.0,10.0,7.0,0.0,3,1,0,0
2008-12-13,Sochaux,Caen,2,2,D,0,1,A,19.0,13.0,9.0,6.0,2,2,0,0
2008-12-13,Toulouse,St Etienne,3,1,H,2,1,H,13.0,10.0,6.0,3.0,2,2,0,0
2008-12-13,Valenciennes,Monaco,3,1,H,2,1,H,13.0,6.0,6.0,1.0,2,3,0,1
2008-12-14,Lyon,Marseille,0,0,D,0,0,D,10.0,7.0,2.0,1.0,2,3,0,0
2008-12-14,Nice,Lille,0,1,A,0,1,A,6.0,20.0,1.0,5.0,4,2,0,0
2008-12-14,Le Havre,Lorient,1,3,A,0,2,A,21.0,18.0,6.0,5.0,1,1,0,0
2008-12-20,Toulouse,Nice,2,2,D,1,1,D,22.0,8.0,9.0,3.0,0,3,0,0
2008-12-20,St Etienne,Auxerre,2,0,H,1,0,H,18.0,15.0,5.0,3.0,1,3,0,0
2008-12-20,Nantes,Sochaux,1,1,D,0,0,D,12.0,9.0,5.0,1.0,0,4,0,0
2008-12-20,Caen,Lyon,0,1,A,0,1,A,11.0,13.0,1.0,4.0,4,2,0,0
2008-12-20,Lille,Le Havre,3,1,H,1,0,H,18.0,11.0,8.0,3.0,1,3,0,0
2008-12-20,Grenoble,Le Mans,2,1,H,1,0,H,9.0,10.0,3.0,3.0,3,2,0,1
2008-12-20,Lorient,Rennes,1,2,A,1,0,H,16.0,13.0,4.0,4.0,1,4,0,0
2008-12-21,Marseille,Nancy,0,3,A,0,2,A,22.0,14.0,6.0,4.0,2,2,0,0
2008-12-21,Monaco,Bordeaux,3,4,A,2,0,H,5.0,10.0,3.0,5.0,3,3,0,0
2008-12-21,Paris SG,Valenciennes,2,2,D,1,0,H,19.0,9.0,7.0,4.0,0,0,0,0
2009-01-10,Rennes,Grenoble,1,0,H,0,0,D,12.0,10.0,5.0,2.0,0,2,0,0
2009-01-10,Auxerre,Marseille,0,2,A,0,1,A,13.0,12.0,5.0,3.0,2,1,0,0
2009-01-10,Le Havre,Toulouse,0,1,A,0,0,D,8.0,13.0,5.0,5.0,1,1,2,0
2009-01-10,Lyon,Lorient,1,1,D,1,1,D,15.0,10.0,7.0,5.0,1,1,0,0
2009-01-10,Monaco,Nantes,1,2,A,0,2,A,16.0,6.0,3.0,4.0,1,2,0,1
2009-01-10,Sochaux,St Etienne,1,0,H,0,0,D,12.0,18.0,4.0,2.0,1,2,0,1
2009-01-11,Bordeaux,Paris SG,4,0,H,2,0,H,14.0,8.0,5.0,0.0,1,2,0,0
2009-01-17,St Etienne,Le Mans,1,1,D,0,0,D,17.0,4.0,6.0,1.0,0,1,0,0
2009-01-17,Toulouse,Nancy,3,0,H,1,0,H,14.0,9.0,4.0,2.0,1,1,0,0
2009-01-17,Nantes,Bordeaux,1,2,A,0,1,A,15.0,8.0,3.0,4.0,1,1,0,0
2009-01-17,Nice,Auxerre,2,0,H,0,0,D,11.0,9.0,4.0,1.0,1,1,0,0
2009-01-17,Marseille,Le Havre,2,0,H,1,0,H,17.0,8.0,6.0,4.0,2,1,0,0
2009-01-17,Lorient,Valenciennes,1,1,D,1,1,D,14.0,8.0,3.0,2.0,1,3,0,0
