Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
2009-01-17,Grenoble,Lyon,0,2,A,0,1,A,11.0,13.0,1.0,3.0,0,2,0,0
2009-01-18,Lille,Rennes,1,0,H,0,0,D,21.0,7.0,7.0,2.0,2,3,0,1
2009-01-18,Caen,Monaco,2,2,D,0,2,A,16.0,9.0,2.0,5.0,1,2,0,0
2009-01-18,Paris SG,Sochaux,2,1,H,1,0,H,16.0,13.0,5.0,3.0,2,2,0,0
2009-01-31,Le Mans,Nantes,0,2,A,0,0,D,9.0,12.0,3.0,5.0,3,4,0,0
2009-01-31,Auxerre,Lorient,0,0,D,0,0,D,8.0,6.0,4.0,2.0,2,1,0,0
2009-01-31,Valenciennes,Nice,1,0,H,0,0,D,15.0,11.0,4.0,4.0,3,2,0,0
2009-01-31,Le Havre,Nancy,2,3,A,1,2,A,22.0,12.0,6.0,5.0,3,3,0,0
2009-01-31,Paris SG,Caen,2,0,H,0,0,D,15.0,11.0,7.0,2.0,0,1,0,0
2009-01-31,Monaco,Grenoble,1,0,H,0,0,D,14.0,10.0,4.0,4.0,0,1,0,0
2009-01-31,Rennes,Toulouse,0,0,D,0,0,D,18.0,13.0,2.0,6.0,0,0,0,0
2009-02-01,Bordeaux,Lille,2,2,D,1,0,H,11.0,9.0,6.0,3.0,2,2,0,0
2009-02-01,Lyon,St Etienne,1,1,D,0,0,D,15.0,9.0,5.0,2.0,0,2,1,0
2009-02-01,Sochaux,Marseille,1,0,H,1,0,H,5.0,19.0,2.0,1.0,1,1,0,0
2009-02-07,Lille,Sochaux,3,2,H,0,2,A,16.0,8.0,7.0,4.0,0,1,0,1
2009-02-07,Lorient,Monaco,1,1,D,0,1,A,9.0,14.0,4.0,3.0,2,3,0,0
2009-02-07,Nancy,Auxerre,0,2,A,0,1,A,4.0,20.0,0.0,5.0,3,1,0,0
2009-02-07,Nantes,Paris SG,1,4,A,1,2,A,12.0,12.0,9.0,5.0,0,0,0,0
2009-02-07,St Etienne,Caen,3,2,H,0,1,A,18.0,13.0,6.0,6.0,0,2,0,0
2009-02-07,Toulouse,Le Mans,2,0,H,1,0,H,17.0,8.0,4.0,1.0,1,2,0,0
2009-02-07,Le Havre,Rennes,1,0,H,0,0,D,14.0,20.0,5.0,5.0,1,3,0,0
2009-02-08,Marseille,Bordeaux,1,0,H,0,0,D,18.0,8.0,5.0,2.0,5,1,0,1
2009-02-08,Grenoble,Valenciennes,0,0,D,0,0,D,10.0,17.0,1.0,4.0,2,3,0,0
2009-02-08,Nice,Lyon,1,3,A,1,2,A,4.0,18.0,3.0,7.0,2,2,2,0
2009-02-14,Auxerre,Lille,2,0,H,2,0,H,11.0,13.0,6.0,3.0,1,2,1,0
2009-02-14,Bordeaux,Grenoble,1,1,D,0,0,D,25.0,11.0,9.0,3.0,1,3,0,1
2009-02-14,Caen,Lorient,1,1,D,1,0,H,16.0,7.0,7.0,2.0,4,4,0,0
2009-02-14,Le Mans,Nice,1,2,A,0,0,D,12.0,17.0,3.0,7.0,2,0,1,0
2009-02-14,Paris SG,St Etienne,2,1,H,2,1,H,14.0,9.0,7.0,2.0,2,0,0,0
2009-02-14,Rennes,Nancy,1,1,D,0,0,D,19.0,10.0,4.0,3.0,1,1,0,0
2009-02-14,Valenciennes,Nantes,1,1,D,1,0,H,18.0,12.0,4.0,5.0,3,2,0,0
2009-02-15,Lyon,Le Havre,3,1,H,2,0,H,18.0,4.0,9.0,1.0,2,1,1,0
2009-02-15,Monaco,Marseille,0,1,A,0,0,D,9.0,13.0,2.0,4.0,1,0,0,0
2009-02-15,Sochaux,Toulouse,1,2,A,1,1,D,14.0,13.0,3.0,5.0,2,1,0,0
2009-02-17,Le Mans,Lille,0,0,D,0,0,D,11.0,14.0,6.0,4.0,4,4,0,0
2009-02-17,Nancy,Nice,1,2,A,0,0,D,13.0,7.0,5.0,6.0,2,3,0,0
2009-02-17,Valenciennes,Caen,2,0,H,1,0,H,11.0,13.0,8.0,3.0,1,1,0,0
2009-02-21,Nice,Rennes,0,1,A,0,0,D,12.0,11.0,4.0,2.0,3,2,0,0
2009-02-21,Toulouse,Valenciennes,0,0,D,0,0,D,12.0,12.0,3.0,1.0,3,3,0,0
2009-02-21,Nantes,Caen,1,1,D,1,1,D,14.0,8.0,2.0,2.0,2,3,0,0
2009-02-21,Grenoble,Paris SG,0,0,D,0,0,D,10.0,10.0,2.0,2.0,1,1,0,0
2009-02-21,Nancy,Lyon,0,2,A,0,1,A,12.0,13.0,4.0,3.0,2,1,0,0
2009-02-21,Lorient,Sochaux,1,2,A,1,0,H,10.0,12.0,6.0,4.0,2,1,0,0
2009-02-21,Le Havre,Auxerre,1,2,A,1,1,D,12.0,9.0,4.0,4.0,2,1,0,0
2009-02-22,Lille,Monaco,2,1,H,1,0,H,15.0,14.0,7.0,4.0,1,4,0,1
2009-02-22,Marseille,Le Mans,0,0,D,0,0,D,27.0,6.0,3.0,2.0,1,2,0,0
2009-02-22,St Etienne,Bordeaux,1,1,D,0,0,D,13.0,18.0,4.0,6.0,1,3,0,0
2009-02-28,Valenciennes,Lille,2,0,H,2,0,H,10.0,15.0,6.0,2.0,2,2,0,0
2009-02-28,Sochaux,Nice,1,0,H,0,0,D,15.0,6.0,6.0,2.0,0,1,0,0
2009-02-28,Nantes,Grenoble,1,1,D,1,0,H,13.0,10.0,6.0,5.0,2,2,0,0
2009-02-28,Le Mans,Le Havre,2,0,H,0,0,D,9.0,14.0,6.0,3.0,1,2,0,0
2009-02-28,Auxerre,Toulouse,1,1,D,1,0,H,11.0,8.0,2.0,4.0,1,2,0,0
2009-03-01,Caen,Marseille,0,1,A,0,0,D,7.0,15.0,1.0,4.0,0,2,0,0
2009-03-01,Lyon,Rennes,1,1,D,0,0,D,13.0,9.0,5.0,3.0,1,0,0,0
2009-03-01,Monaco,St Etienne,2,2,D,1,1,D,12.0,9.0,5.0,3.0,1,3,0,0
2009-03-01,Paris SG,Nancy,4,1,H,3,1,H,14.0,15.0,6.0,2.0,0,1,0,0
2009-03-01,Bordeaux,Lorient,1,0,H,0,0,D,16.0,7.0,8.0,1.0,1,2,0,0
2009-03-07,Toulouse,Bordeaux,3,0,H,2,0,H,9.0,14.0,7.0,2.0,1,3,0,0
2009-03-07,Nice,Monaco,0,0,D,0,0,D,25.0,10.0,7.0,2.0,1,3,0,1
2009-03-07,Nancy,Le Mans,2,2,D,1,1,D,18.0,3.0,8.0,2.0,2,2,0,1
2009-03-07,Lorient,Paris SG,0,1,A,0,1,A,21.0,10.0,4.0,5.0,1,0,0,0
2009-03-07,Lille,Lyon,2,0,H,0,0,D,15.0,20.0,5.0,6.0,1,1,0,0
2009-03-07,Grenoble,Caen,2,1,H,1,0,H,18.0,14.0,6.0,6.0,2,2,0,1
2009-03-07,Marseille,Valenciennes,0,0,D,0,0,D,19.0,7.0,5.0,4.0,1,2,0,0
2009-03-08,Le Havre,Sochaux,2,1,H,1,1,D,17.0,12.0,6.0,2.0,2,2,0,1
2009-03-08,Rennes,Auxerre,2,0,H,2,0,H,12.0,9.0,3.0,2.0,0,0,0,0
2009-03-08,St Etienne,Nantes,2,1,H,2,1,H,17.0,9.0,6.0,2.0,3,3,0,0
2009-03-14,Valenciennes,Le Havre,3,2,H,1,1,D,13.0,6.0,6.0,4.0,2,4,0,0
2009-03-14,Sochaux,Nancy,2,1,H,1,1,D,13.0,12.0,5.0,5.0,2,6,0,0
2009-03-14,Nantes,Lorient,1,1,D,1,0,H,10.0,15.0,2.0,6.0,1,2,0,0
2009-03-14,Le Mans,Rennes,2,2,D,2,0,H,9.0,19.0,4.0,4.0,2,4,0,0
2009-03-14,Caen,Lille,0,1,A,0,0,D,11.0,12.0,2.0,4.0,4,2,0,0
2009-03-14,Bordeaux,Nice,2,1,H,1,1,D,17.0,10.0,6.0,3.0,1,2,0,0
2009-03-14,Monaco,Toulouse,3,2,H,1,1,D,11.0,14.0,6.0,5.0,1,3,0,0
2009-03-15,Grenoble,St Etienne,1,0,H,0,0,D,15.0,7.0,1.0,1.0,3,1,0,1
2009-03-15,Lyon,Auxerre,0,2,A,0,1,A,21.0,7.0,7.0,5.0,1,2,0,0
2009-03-15,Paris SG,Marseille,1,3,A,1,1,D,8.0,15.0,3.0,5.0,1,3,1,0
2009-03-21,Auxerre,Le Mans,2,0,H,2,0,H,8.0,6.0,4.0,1.0,0,0,0,0
2009-03-21,Lille,Grenoble,2,1,H,2,0,H,15.0,14.0,6.0,2.0,1,2,0,0
2009-03-21,Marseille,Nantes,2,0,H,0,0,D,19.0,5.0,4.0,0.0,0,2,0,0
2009-03-21,Le Havre,Bordeaux,0,3,A,0,1,A,8.0,9.0,0.0,5.0,1,1,0,0
2009-03-21,Rennes,Valenciennes,0,0,D,0,0,D,14.0,11.0,1.0,1.0,1,1,1,1
2009-03-21,Nancy,Monaco,0,1,A,0,0,D,25.0,10.0,6.0,2.0,2,2,0,0
2009-03-21,Nice,Caen,2,2,D,1,0,H,12.0,10.0,7.0,4.0,0,2,0,1
2009-03-22,Toulouse,Paris SG,4,1,H,3,0,H,8.0,16.0,5.0,7.0,1,1,0,0
2009-03-22,Lyon,Sochaux,2,0,H,1,0,H,19.0,15.0,7.0,6.0,0,0,0,0
2009-03-22,Lorient,St Etienne,3,1,H,2,1,H,10.0,12.0,4.0,2.0,1,2,0,0
2009-04-04,Grenoble,Lorient,1,3,A,0,1,A,11.0,10.0,3.0,4.0,2,2,0,0
2009-04-04,Le Mans,Lyon,1,3,A,0,2,A,16.0,11.0,9.0,8.0,1,0,0,0
2009-04-04,Monaco,Le Havre,0,1,A,0,0,D,16.0,11.0,5.0,3.0,1,1,1,0
2009-04-04,Nantes,Lille,0,2,A,0,1,A,11.0,12.0,0.0,4.0,4,3,0,0
2009-04-04,Valenciennes,Auxerre,2,0,H,1,0,H,8.0,9.0,4.0,6.0,1,4,0,0
2009-04-04,Caen,Toulouse,0,0,D,0,0,D,10.0,10.0,5.0,2.0,2,2,0,0
2009-04-04,Bordeaux,Nancy,1,0,H,0,0,D,16.0,6.0,5.0,1.0,0,3,0,1
2009-04-05,Paris SG,Nice,2,1,H,1,1,D,14.0,9.0,6.0,3.0,0,1,0,0
2009-04-05,Sochaux,Rennes,3,0,H,2,0,H,17.0,11.0,5.0,3.0,1,1,0,0
2009-04-05,St Etienne,Marseille,0,3,A,0,0,D,15.0,15.0,3.0,10.0,2,1,0,0
2009-04-11,Rennes,St Etienne,1,0,H,0,0,D,13.0,16.0,4.0,4.0,1,1,0,0
2009-04-11,Nice,Lorient,2,0,H,0,0,D,16.0,11.0,5.0,4.0,2,0,0,0
2009-04-11,Toulouse,Nantes,1,0,H,0,0,D,10.0,8.0,3.0,2.0,0,2,0,0
2009-04-11,Le Mans,Sochaux,2,0,H,1,0,H,19.0,12.0,7.0,2.0,2,1,0,0
2009-04-11,Le Havre,Caen,1,2,A,1,1,D,13.0,9.0,6.0,4.0,3,2,0,0
2009-04-11,Nancy,Valenciennes,2,0,H,0,0,D,18.0,6.0,8.0,1.0,2,4,0,0
2009-04-11,Auxerre,Bordeaux,0,2,A,0,1,A,9.0,8.0,3.0,4.0,2,2,0,0
2009-04-12,Lyon,Monaco,2,2,D,0,1,A,25.0,12.0,10.0,4.0,4,4,0,0
2009-04-12,Lille,Paris SG,0,0,D,0,0,D,18.0,6.0,4.0,1.0,0,3,0,0
2009-04-12,Marseille,Grenoble,4,1,H,0,0,D,11.0,7.0,6.0,3.0,0,3,0,0
2009-04-18,Caen,Nancy,1,2,A,1,1,D,14.0,10.0,3.0,4.0,2,2,0,0
2009-04-18,Grenoble,Toulouse,1,0,H,1,0,H,6.0,9.0,2.0,3.0,1,2,0,0
2009-04-18,Monaco,Rennes,3,1,H,0,0,D,19.0,15.0,7.0,6.0,2,2,0,1
2009-04-18,Nantes,Nice,2,0,H,1,0,H,24.0,8.0,9.0,3.0,3,3,0,1
2009-04-18,St Etienne,Lille,2,1,H,0,0,D,16.0,13.0,6.0,4.0,6,2,0,0
2009-04-18,Valenciennes,Le Mans,0,2,A,0,0,D,10.0,12.0,1.0,4.0,2,3,0,0
2009-04-18,Sochaux,Auxerre,0,1,A,0,0,D,15.0,14.0,3.0,5.0,1,1,0,0
2009-04-19,Bordeaux,Lyon,1,0,H,1,0,H,14.0,9.0,4.0,1.0,3,3,0,0
2009-04-19,Lorient,Marseille,1,2,A,1,0,H,9.0,20.0,3.0,6.0,2,2,1,1
2009-04-19,Paris SG,Le Havre,3,0,H,1,0,H,15.0,8.0,4.0,2.0,0,0,0,0
2009-04-24,Lyon,Paris SG,0,0,D,0,0,D,21.0,8.0,4.0,2.0,1,2,0,0
2009-04-26,Toulouse,Lorient,1,1,D,0,0,D,11.0,19.0,2.0,6.0,0,1,0,0
2009-04-26,Sochaux,Valenciennes,1,1,D,0,0,D,13.0,20.0,5.0,4.0,1,1,1,0
2009-04-26,Nice,St Etienne,3,1,H,2,0,H,18.0,19.0,10.0,5.0,1,0,0,0
2009-04-26,Le Mans,Monaco,0,1,A,0,0,D,15.0,3.0,6.0,1.0,2,0,0,0
2009-04-26,Lille,Marseille,1,2,A,0,0,D,5.0,12.0,3.0,3.0,4,5,0,0
2009-04-26,Nancy,Nantes,2,0,H,0,0,D,6.0,9.0,3.0,2.0,1,4,0,0
2009-04-26,Le Havre,Grenoble,0,1,A,0,1,A,16.0,7.0,7.0,1.0,1,0,0,0
2009-04-26,Auxerre,Caen,2,1,H,0,0,D,14.0,11.0,8.0,2.0,1,0,0,0
2009-04-29,Rennes,Bordeaux,2,3,A,1,0,H,9.0,16.0,6.0,6.0,5,0,0,1
2009-05-02,Lorient,Lille,3,1,H,0,1,A,16.0,9.0,5.0,5.0,1,2,0,0
2009-05-02,Marseille,Toulouse,2,2,D,0,0,D,28.0,7.0,11.0,2.0,3,2,0,0
2009-05-02,Monaco,Auxerre,0,1,A,0,1,A,7.0,10.0,2.0,4.0,0,0,0,0
2009-05-02,St Etienne,Nancy,0,0,D,0,0,D,20.0,10.0,5.0,2.0,0,4,0,0
2009-05-02,Valenciennes,Lyon,2,0,H,2,0,H,16.0,10.0,6.0,3.0,2,2,0,0
2009-05-02,Caen,Le Mans,3,1,H,1,1,D,11.0,14.0,5.0,2.0,2,2,0,0
2009-05-02,Grenoble,Nice,0,0,D,0,0,D,12.0,8.0,4.0,1.0,2,1,1,0
2009-05-03,Nantes,Le Havre,1,2,A,1,1,D,15.0,10.0,3.0,4.0,0,1,0,0
2009-05-03,Paris SG,Rennes,0,1,A,0,0,D,19.0,17.0,4.0,4.0,0,1,0,0
2009-05-03,Bordeaux,Sochaux,3,0,H,2,0,H,14.0,6.0,6.0,1.0,0,1,0,1
2009-05-12,Lyon,Nantes,3,0,H,2,0,H,11.0,13.0,5.0,1.0,0,1,0,0
2009-05-13,Valenciennes,Bordeaux,1,2,A,1,1,D,9.0,11.0,3.0,6.0,3,3,2,0
2009-05-13,Toulouse,Lille,0,0,D,0,0,D,10.0,13.0,3.0,3.0,2,2,0,0
2009-05-13,Sochaux,Monaco,3,0,H,1,0,H,16.0,12.0,4.0,5.0,1,3,0,0
2009-05-13,Rennes,Caen,1,0,H,0,0,D,16.0,13.0,6.0,1.0,0,1,0,0
2009-05-13,Le Mans,Paris SG,0,1,A,0,1,A,16.0,13.0,6.0,5.0,1,1,0,0
2009-05-13,Nancy,Lorient,2,2,D,1,0,H,13.0,18.0,1.0,7.0,1,2,1,0
2009-05-13,Nice,Marseille,0,2,A,0,1,A,7.0,14.0,3.0,3.0,3,4,0,0
2009-05-13,Le Havre,St Etienne,2,4,A,2,1,H,18.0,16.0,9.0,7.0,2,2,0,0
2009-05-13,Auxerre,Grenoble,2,0,H,1,0,H,18.0,3.0,7.0,1.0,2,1,0,0
2009-05-16,Bordeaux,Le Mans,3,2,H,2,1,H,26.0,8.0,7.0,4.0,2,2,0,0
2009-05-16,Caen,Sochaux,2,0,H,0,0,D,14.0,11.0,5.0,2.0,2,3,0,0
2009-05-16,Grenoble,Nancy,0,0,D,0,0,D,7.0,7.0,1.0,3.0,1,2,0,0
2009-05-16,Lorient,Le Havre,1,1,D,0,1,A,15.0,10.0,4.0,3.0,2,1,0,0
2009-05-16,Monaco,Valenciennes,1,1,D,1,0,H,11.0,12.0,6.0,4.0,0,1,0,0
2009-05-16,St Etienne,Toulouse,2,2,D,1,0,H,17.0,13.0,6.0,5.0,1,1,0,0
2009-05-16,Paris SG,Auxerre,1,2,A,0,2,A,13.0,10.0,4.0,2.0,2,2,0,0
2009-05-17,Lille,Nice,1,1,D,0,1,A,25.0,6.0,9.0,1.0,1,2,0,0
2009-05-17,Marseille,Lyon,1,3,A,0,2,A,23.0,11.0,4.0,5.0,1,3,0,0
2009-05-17,Nantes,Rennes,1,1,D,1,0,H,17.0,15.0,5.0,4.0,2,1,0,0
2009-05-23,Rennes,Lorient,3,1,H,2,0,H,18.0,11.0,8.0,3.0,0,0,0,0
2009-05-23,Sochaux,Nantes,2,1,H,2,0,H,14.0,11.0,5.0,4.0,3,4,0,0
2009-05-23,Valenciennes,Paris SG,2,1,H,0,1,A,15.0,11.0,6.0,2.0,2,1,0,0
2009-05-23,Lyon,Caen,3,1,H,1,0,H,17.0,7.0,5.0,2.0,2,1,0,0
2009-05-23,Auxerre,St Etienne,1,0,H,0,0,D,17.0,12.0,4.0,5.0,1,2,0,0
2009-05-23,Nice,Toulouse,0,2,A,0,2,A,11.0,12.0,0.0,4.0,3,1,0,0
2009-05-23,Le Havre,Lille,0,1,A,0,0,D,8.0,25.0,4.0,10.0,1,1,0,0
2009-05-23,Le Mans,Grenoble,1,1,D,0,0,D,17.0,10.0,4.0,4.0,0,2,0,0
2009-05-23,Nancy,Marseille,1,2,A,0,1,A,10.0,9.0,4.0,4.0,2,2,0,0
2009-05-23,Bordeaux,Monaco,1,0,H,1,0,H,19.0,8.0,10.0,3.0,2,2,0,1
2009-05-30,St Etienne,Valenciennes,4,0,H,1,0,H,31.0,10.0,14.0,1.0,0,0,0,0
2009-05-30,Grenoble,Sochaux,0,1,A,0,1,A,11.0,9.0,4.0,3.0,1,0,0,0
2009-05-30,Caen,Bordeaux,0,1,A,0,0,D,8.0,14.0,2.0,4.0,3,4,0,0
2009-05-30,Paris SG,Monaco,0,0,D,0,0,D,15.0,9.0,5.0,4.0,1,3,0,0
2009-05-30,Nice,Le Havre,0,0,D,0,0,D,19.0,9.0,7.0,0.0,1,1,0,0
2009-05-30,Toulouse,Lyon,0,0,D,0,0,D,16.0,8.0,4.0,2.0,1,0,0,1
2009-05-30,Marseille,Rennes,4,0,H,0,0,D,24.0,15.0,9.0,2.0,0,1,0,0
2009-05-30,Lorient,Le Mans,1,1,D,1,1,D,14.0,11.0,4.0,5.0,0,3,0,0
2009-05-30,Nantes,Auxerre,2,1,H,1,0,H,11.0,10.0,2.0,3.0,0,1,0,0
2009-05-30,Lille,Nancy,3,2,H,2,1,H,15.0,11.0,6.0,4.0,1,2,0,0
2009-08-08,Valenciennes,Nancy,1,3,A,1,1,D,19.0,11.0,2.0,5.0,3,3,1,0
2009-08-08,St Etienne,Nice,0,2,A,0,1,A,13.0,8.0,5.0,3.0,1,2,0,0
2009-08-08,Rennes,Boulogne,3,0,H,2,0,H,15.0,13.0,6.0,4.0,1,0,0,0
2009-08-08,Monaco,Toulouse,1,0,H,1,0,H,11.0,11.0,6.0,4.0,2,3,1,0
2009-08-08,Le Mans,Lyon,2,2,D,1,1,D,8.0,20.0,4.0,6.0,3,2,0,0
2009-08-08,Grenoble,Marseille,0,2,A,0,1,A,6.0,16.0,1.0,5.0,2,1,0,0
2009-08-08,Auxerre,Sochaux,0,1,A,0,1,A,12.0,9.0,2.0,3.0,0,2,0,0
2009-08-08,Montpellier,Paris SG,1,1,D,0,0,D,10.0,10.0,2.0,2.0,1,3,1,0
2009-08-09,Lille,Lorient,1,2,A,0,1,A,19.0,6.0,6.0,4.0,2,5,0,0
2009-08-09,Bordeaux,Lens,4,1,H,1,1,D,13.0,7.0,5.0,1.0,0,1,0,0
2009-08-15,Lens,Auxerre,2,0,H,1,0,H,8.0,12.0,4.0,2.0,1,1,0,0
2009-08-15,Lorient,Montpellier,2,2,D,0,0,D,12.0,14.0,5.0,6.0,1,3,0,0
2009-08-15,Lyon,Valenciennes,1,0,H,1,0,H,24.0,5.0,9.0,1.0,1,3,0,0
2009-08-15,Nancy,Monaco,4,0,H,2,0,H,7.0,19.0,5.0,8.0,1,2,0,0
2009-08-15,Paris SG,Le Mans,3,1,H,1,1,D,13.0,9.0,5.0,5.0,0,2,0,0
2009-08-15,Sochaux,Bordeaux,2,3,A,0,2,A,8.0,19.0,7.0,7.0,2,0,0,0
2009-08-15,Toulouse,St Etienne,3,1,H,1,1,D,14.0,6.0,7.0,3.0,1,1,0,0
2009-08-16,Marseille,Lille,1,0,H,1,0,H,17.0,10.0,4.0,5.0,3,2,0,1
2009-08-16,Boulogne,Grenoble,2,1,H,2,0,H,13.0,9.0,6.0,2.0,2,2,0,0
2009-08-16,Nice,Rennes,1,1,D,1,1,D,14.0,10.0,4.0,5.0,1,0,0,1
2009-08-22,Auxerre,Lyon,0,3,A,0,2,A,14.0,11.0,5.0,4.0,1,1,0,0
2009-08-22,Le Mans,Nancy,2,1,H,1,0,H,21.0,7.0,9.0,2.0,2,3,0,0
2009-08-22,Monaco,Lorient,2,0,H,2,0,H,10.0,13.0,6.0,1.0,2,2,0,0
2009-08-22,Montpellier,Sochaux,2,0,H,0,0,D,15.0,9.0,3.0,4.0,2,4,0,0
2009-08-22,Rennes,Marseille,1,1,D,1,0,H,14.0,15.0,5.0,5.0,1,2,0,0
2009-08-22,St Etienne,Boulogne,0,1,A,0,1,A,29.0,3.0,6.0,2.0,0,2,0,1
2009-08-22,Valenciennes,Paris SG,2,3,A,0,1,A,20.0,14.0,6.0,10.0,1,2,0,0
2009-08-23,Bordeaux,Nice,4,0,H,1,0,H,12.0,17.0,6.0,5.0,1,3,0,0
2009-08-23,Grenoble,Lens,1,2,A,1,1,D,15.0,8.0,8.0,2.0,2,3,0,0
2009-08-23,Lille,Toulouse,1,1,D,1,0,H,14.0,9.0,5.0,1.0,0,3,0,0
2009-08-29,St Etienne,Grenoble,1,0,H,1,0,H,16.0,13.0,4.0,2.0,1,2,0,0
2009-08-29,Sochaux,Monaco,1,0,H,1,0,H,11.0,16.0,3.0,5.0,1,3,0,0
2009-08-29,Lens,Rennes,2,2,D,1,1,D,10.0,20.0,6.0,4.0,1,3,1,1
2009-08-29,Lyon,Nancy,3,1,H,1,0,H,13.0,13.0,4.0,6.0,0,3,0,0
2009-08-29,Lorient,Le Mans,1,0,H,0,0,D,11.0,13.0,2.0,3.0,3,2,0,0
2009-08-29,Boulogne,Auxerre,0,0,D,0,0,D,7.0,10.0,0.0,1.0,0,0,0,0
2009-08-29,Nice,Montpellier,0,3,A,0,1,A,20.0,14.0,4.0,6.0,0,1,1,0
2009-08-30,Marseille,Bordeaux,0,0,D,0,0,D,16.0,7.0,3.0,5.0,2,5,0,0
2009-08-30,Paris SG,Lille,3,0,H,1,0,H,10.0,17.0,7.0,6.0,0,1,0,0
2009-08-30,Toulouse,Valenciennes,0,1,A,0,0,D,21.0,9.0,8.0,2.0,1,0,0,0
2009-09-12,Valenciennes,Boulogne,1,1,D,0,0,D,21.0,10.0,3.0,3.0,0,1,0,0
2009-09-12,Montpellier,Lens,1,0,H,1,0,H,14.0,6.0,4.0,1.0,3,4,0,0
2009-09-12,Nancy,Toulouse,0,0,D,0,0,D,8.0,15.0,1.0,4.0,3,3,1,0
2009-09-12,Bordeaux,Grenoble,1,0,H,1,0,H,12.0,7.0,3.0,4.0,0,2,0,0
2009-09-12,Lille,Sochaux,1,0,H,0,0,D,17.0,6.0,3.0,2.0,0,2,0,0
2009-09-12,Le Mans,Marseille,1,2,A,0,1,A,7.0,13.0,1.0,3.0,3,1,0,0
2009-09-12,Lyon,Lorient,1,0,H,0,0,D,15.0,15.0,4.0,3.0,2,2,0,0
2009-09-13,Auxerre,Nice,2,0,H,1,0,H,6.0,11.0,3.0,3.0,2,2,0,0
2009-09-13,Monaco,Paris SG,2,0,H,0,0,D,13.0,16.0,4.0,6.0,1,2,0,1
2009-09-13,Rennes,St Etienne,1,0,H,0,0,D,21.0,8.0,7.0,2.0,2,2,0,0
2009-09-19,Sochaux,Valenciennes,2,5,A,2,1,H,18.0,14.0,7.0,7.0,1,2,1,0
2009-09-19,Nice,Monaco,1,3,A,1,2,A,17.0,11.0,3.0,4.0,2,2,0,0
2009-09-19,St Etienne,Auxerre,1,1,D,1,0,H,16.0,13.0,4.0,4.0,2,2,0,0
2009-09-19,Lorient,Nancy,3,1,H,1,0,H,18.0,10.0,6.0,2.0,1,2,0,0
2009-09-19,Grenoble,Rennes,0,4,A,0,3,A,11.0,16.0,1.0,10.0,2,2,0,0
2009-09-19,Boulogne,Bordeaux,0,2,A,0,1,A,4.0,17.0,1.0,5.0,2,2,0,0
2009-09-19,Marseille,Montpellier,4,2,H,3,0,H,6.0,13.0,4.0,4.0,0,3,0,0
2009-09-20,Lens,Lille,1,1,D,0,0,D,13.0,10.0,2.0,2.0,4,0,0,1
2009-09-20,Toulouse,Le Mans,2,0,H,1,0,H,19.0,19.0,7.0,6.0,0,2,0,0
2009-09-20,Paris SG,Lyon,1,1,D,1,0,H,14.0,11.0,7.0,5.0,1,2,0,0
2009-09-26,Auxerre,Grenoble,2,0,H,0,0,D,11.0,9.0,5.0,4.0,0,1,1,1
2009-09-26,Lorient,Paris SG,1,1,D,1,1,D,16.0,6.0,5.0,4.0,2,2,0,0
2009-09-26,Lyon,Toulouse,2,1,H,0,1,A,28.0,8.0,10.0,2.0,2,2,0,0
2009-09-26,Monaco,St Etienne,1,2,A,0,1,A,8.0,8.0,3.0,2.0,2,1,0,0
2009-09-26,Montpellier,Boulogne,1,0,H,0,0,D,22.0,5.0,2.0,0.0,1,3,0,0
2009-09-26,Nancy,Sochaux,2,1,H,2,0,H,12.0,12.0,4.0,4.0,2,1,0,0
2009-09-26,Valenciennes,Marseille,3,2,H,2,2,D,8.0,12.0,5.0,6.0,3,2,0,0
2009-09-27,Lille,Nice,1,1,D,0,0,D,14.0,8.0,4.0,1.0,2,2,0,0
2009-09-27,Le Mans,Lens,3,0,H,2,0,H,20.0,7.0,8.0,2.0,0,0,0,0
2009-09-27,Bordeaux,Rennes,1,0,H,1,0,H,16.0,11.0,4.0,2.0,2,2,0,0
2009-10-03,Sochaux,Le Mans,1,0,H,0,0,D,17.0,8.0,8.0,2.0,2,2,0,1
2009-10-03,St Etienne,Bordeaux,3,1,H,2,0,H,15.0,11.0,4.0,2.0,3,2,0,0
2009-10-03,Rennes,Auxerre,0,1,A,0,1,A,10.0,12.0,3.0,5.0,4,5,1,0
2009-10-03,Grenoble,Montpellier,2,3,A,0,2,A,17.0,9.0,7.0,3.0,2,2,0,0
2009-10-03,Nice,Valenciennes,3,2,H,0,1,A,14.0,4.0,7.0,3.0,4,2,0,1
2009-10-03,Lens,Lyon,0,2,A,0,1,A,11.0,12.0,5.0,2.0,1,2,0,0
2009-10-03,Paris SG,Nancy,1,1,D,1,1,D,21.0,6.0,4.0,3.0,1,0,0,0
2009-10-04,Boulogne,Lille,2,3,A,2,1,H,10.0,14.0,5.0,5.0,3,1,0,0
2009-10-04,Marseille,Monaco,1,2,A,0,2,A,26.0,8.0,6.0,3.0,2,3,0,0
2009-10-04,Toulouse,Lorient,0,1,A,0,0,D,17.0,7.0,5.0,2.0,2,1,0,0
2009-10-17,Valenciennes,Grenoble,2,0,H,2,0,H,12.0,10.0,6.0,1.0,1,2,0,0
